
input\BAIS_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
LuBa-2015Non-restoration	5500.000	11	49.00000	0	0.00000	31.178	51.99	24.770	145.18	10.28
Mim-2014Non-restoration	49000.00	98	49.00000	0	0.00000	40.048	11.13	299.66	432.41	181.40
Mim-2015Non-restoration	29500.00	59	49.00000	0	0.00000	14.681	7.02	186.45	234.88	517.22
Mim-2016Non-restoration	39500.00	79	49.00000	0	0.00000	31.104	14.11	174.69	278.28	112.62
MIMB-2016Non-restoration	5000.000	10	49.00000	1	28.345	28.410	100.23	6.1554	130.52	9.17
MIMB-2016Restoration	5000.000	10	49.00000	10	283.45	164.78	58.13	105.74	759.82	9.25
PDAl-2014Non-restoration	28000.00	56	49.00000	54	273.33	69.122	25.29	180.39	414.15	63.88
PDAl-2015Non-restoration	28000.00	56	49.00000	25	126.54	29.195	23.07	86.542	185.02	65.92
PDAl-2016Non-restoration	28000.00	56	49.00000	69	349.25	93.003	26.63	225.61	540.64	62.92
PDAl-2016Restoration	13500.00	27	49.00000	13	136.48	54.015	39.58	71.299	261.23	27.60
Pena-2015Non-restoration	22500.00	45	49.00000	30	188.97	39.302	20.80	133.93	266.62	55.12
Pena-2016Non-restoration	22500.00	45	49.00000	52	327.54	83.086	25.37	215.57	497.68	51.06
Pena-2016Restoration	18500.00	37	49.00000	57	436.66	88.481	20.26	311.81	611.52	45.68
PEPO-2013Non-restoration	2000.000	4	49.00000	1	70.862	71.026	100.23	10.029	500.69	3.02
Robl-2014Non-restoration	1500.000	3	49.00000	2	188.97	189.40	100.23	16.788	2126.9	2.02
Robl-2015Non-restoration	2000.000	4	49.00000	1	70.862	71.026	100.23	10.029	500.69	-
Robl-2016Non-restoration	2000.000	4	49.00000	2	141.72	142.05	100.23	20.058	1001.4	3.03
RUBE-2013Non-restoration	2000.000	4	49.00000	0	0.00000	51.863	57.91	25.419	315.57	3.04
SBla-2015Non-restoration	17000.00	34	49.00000	4	33.347	16.058	48.16	15.410	72.164	34.35
SLu2-2015Non-restoration	14500.00	29	49.00000	7	68.419	23.389	34.19	38.923	120.27	30.35
SLui-2014Non-restoration	10500.00	21	49.00000	42	566.90	205.03	36.17	310.28	1035.7	21.49
SLui-2015Non-restoration	15000.00	30	49.00000	9	85.035	34.195	40.21	44.099	163.97	30.73
SLui-2016Non-restoration	16500.00	33	49.00000	21	180.38	54.898	30.44	109.11	298.20	35.44
SLui-2016Restoration	14500.00	29	49.00000	38	371.42	84.783	22.83	253.69	543.76	33.70
TiVe-2014Non-restoration	14500.00	29	49.00000	0	0.00000	40.919	35.88	63.155	205.93	29.52
TiVe-2015Non-restoration	15000.00	30	49.00000	0	0.00000	22.523	13.32	135.26	211.24	44.02
VENA-2015Non-restoration	3000.000	6	49.00000	0	0.00000	1.6397	63.53	0.80212	8.3057	131.15

input\LOSH_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
Aguj-2013Non-restoration	500.0000	1	170.0000	0	0.00000	-	-	-	-	-
Aguj-2014Non-restoration	22000.00	44	170.0000	1	0.26847	0.26895	100.18	0.66129E-01	1.0900	43.59
Aguj-2015Non-restoration	22500.00	45	170.0000	2	0.52502	0.36833	70.16	0.18141	1.5194	44.64
AT-2014Non-restoration	8450.000	20	170.0000	11	7.6889	2.8647	37.26	4.1287	14.319	20.01
AT-2015Non-restoration	6000.000	12	170.0000	4	3.9376	1.6953	43.05	1.8824	8.2367	11.43
AT-2016Non-restoration	6000.000	12	170.0000	2	1.9688	1.3325	67.68	0.65450	5.9224	11.17
AU-2014Non-restoration	75200.00	114	170.0000	29	2.2778	0.47843	21.00	1.6145	3.2135	133.40
AU-2015Non-restoration	24500.00	49	170.0000	9	2.1697	0.67276	31.01	1.3062	3.6040	51.74
AU-2016Non-restoration	23500.00	47	170.0000	1	0.25134	0.25178	100.18	0.62031E-01	1.0184	55.75
AV-2015Non-restoration	21000.00	42	170.0000	12	3.3751	0.85733	25.40	2.2181	5.1357	45.90
AV-2016Non-restoration	20500.00	41	170.0000	3	0.86436	0.48912	56.59	0.35601	2.0986	40.90
CaJa-2015Non-restoration	6000.000	12	170.0000	2	1.9688	1.3325	67.68	0.65450	5.9224	11.17
CaJa-2016Non-restoration	6000.000	12	170.0000	4	3.9376	2.2335	56.72	1.5280	10.147	11.25
Coy1-2014Non-restoration	7000.000	14	170.0000	1	0.84378	0.84527	100.18	0.19294	3.6900	13.54
Coy1-2015Non-restoration	6500.000	13	170.0000	2	1.8174	1.2351	67.96	0.60684	5.4427	12.19
Coy1-2016Non-restoration	6500.000	13	170.0000	3	2.7261	1.4459	53.04	1.1245	6.6087	12.31
Coy2-2007Non-restoration	4005.000	4	170.0000	0	0.00000	31.894	58.09	15.604	193.17	3.07
Coy2-2008Non-restoration	6057.000	6	170.0000	3	2.9254	1.3146	44.94	1.2409	6.8967	5.18
Coy2-2009Non-restoration	6032.000	6	170.0000	1	0.97919	0.98158	100.24	0.18286	5.2433	5.08
Coy2-2010Non-restoration	6032.000	6	170.0000	8	7.8335	1.9966	25.49	4.7803	12.837	5.59
Coy2-2011Non-restoration	6032.000	6	170.0000	4	3.9167	1.9670	50.22	1.5151	10.125	5.14
Coy2-2012Non-restoration	6032.000	6	170.0000	2	1.9584	1.2375	63.19	0.61179	6.2688	5.09
Coy2-2013Non-restoration	6032.000	6	170.0000	6	5.8751	2.1891	37.26	2.8640	12.052	5.27
Coy2-2014Non-restoration	8500.000	17	170.0000	3	2.0846	1.5195	72.89	0.66753	6.5101	16.22
Coy2-2015Non-restoration	8500.000	17	170.0000	11	7.6436	1.4829	19.40	5.4845	10.653	19.50
Coy2-2016Non-restoration	10500.00	21	170.0000	5	2.8126	1.3994	49.75	1.2512	6.3225	20.59
Dama-2014Non-restoration	10500.00	21	170.0000	7	3.9376	1.7130	43.50	1.9229	8.0635	20.77
Dama-2015Non-restoration	10500.00	21	170.0000	7	3.9376	1.2671	32.18	2.2955	6.7544	21.44
Dama-2016Non-restoration	11500.00	23	170.0000	3	1.5408	0.85314	55.37	0.63460	3.7411	22.52
EHpO-2015Non-restoration	19000.00	38	170.0000	9	2.7978	0.84230	30.11	1.7038	4.5942	40.07
EHpO-2016Non-restoration	25000.00	50	170.0000	18	4.2526	1.0306	24.23	2.8518	6.3417	55.48
EjSP-2015Non-restoration	2000.000	4	170.0000	0	0.00000	66.462	20.10	213.12	513.22	3.57
EjSP-2016Non-restoration	2000.000	4	170.0000	0	0.00000	263.12	79.56	64.090	1706.6	3.03
EL15-2013Non-restoration	2000.000	4	170.0000	0	0.00000	63.820	58.05	31.273	386.50	3.07
EL15-2014Non-restoration	9500.000	19	170.0000	4	2.4869	1.4583	58.64	0.96989	6.3768	18.38
EL15-2015Non-restoration	9500.000	19	170.0000	2	1.2435	0.85769	68.98	0.42189	3.6649	18.27
EL15-2016Non-restoration	9500.000	19	170.0000	3	1.8652	1.0213	54.76	0.76835	4.5278	18.43
El24-2008Non-restoration	5991.000	6	170.0000	0	0.00000	0.64399	99.65	0.12156	3.4355	5.18
El24-2009Non-restoration	5994.000	6	170.0000	3	2.9562	2.0292	68.64	0.84874	10.296	5.08
El24-2010Non-restoration	5994.000	6	170.0000	2	1.9708	1.2480	63.32	0.61441	6.3215	5.09
El24-2011Non-restoration	5994.000	6	170.0000	3	2.9562	2.0269	68.56	0.84975	10.284	5.08
El24-2012Non-restoration	5994.000	6	170.0000	1	0.98539	0.98952	100.42	0.18364	5.2876	5.18
El24-2013Non-restoration	7994.000	10	170.0000	1	0.73886	0.77393	104.75	0.15274	3.5742	9.23
El24-2014Non-restoration	18500.00	37	170.0000	5	1.5963	0.67976	42.58	0.80190	3.1778	37.45
El25-2014Non-restoration	13500.00	27	170.0000	5	2.1876	0.90930	41.57	1.1084	4.3176	27.10
El5b-2015Non-restoration	5500.000	11	170.0000	0	0.00000	31.246	51.96	24.844	145.54	10.25
El5b-2016Non-restoration	6000.000	12	170.0000	0	0.00000	18.404	100.17	4.1158	82.020	12.47
El5b-2016Restoration	3500.000	7	170.0000	2	3.3751	2.1879	64.82	1.0714	10.632	6.10
ElGr-2014Non-restoration	13500.00	27	170.0000	4	1.7501	0.82958	47.40	0.81272	3.7685	26.84
ElGr-2015Non-restoration	13500.00	27	170.0000	3	1.3125	0.73225	55.79	0.54056	3.1870	26.60
ElMu-2014Non-restoration	12000.00	24	170.0000	4	1.9688	0.92543	47.00	0.91641	4.2298	23.76
ElMu-2015Non-restoration	12500.00	25	170.0000	6	2.8351	1.0436	36.81	1.5426	5.2105	25.31
ElUn-2015Non-restoration	6000.000	12	170.0000	2	1.9688	1.3325	67.68	0.65450	5.9224	11.17
ElUn-2016Non-restoration	6000.000	12	170.0000	1	0.98441	0.98615	100.18	0.22051	4.3947	12.42
Grgz-2015Non-restoration	2500.000	5	170.0000	0	0.00000	44.170	100.17	7.4838	259.82	1636.32
HORM-2015Non-restoration	1500.000	3	170.0000	0	0.00000	8.5847	100.34	0.76397	95.823	955.46
LuBa-2015Non-restoration	5500.000	11	170.0000	2	2.1478	1.4465	67.35	0.71018	6.4956	10.16
Mim-2014Non-restoration	49000.00	98	170.0000	5	0.60270	0.26635	44.19	0.29893	1.2151	100.62
Mim-2015Non-restoration	29500.00	59	170.0000	6	1.2013	0.47425	39.48	0.63619	2.2684	60.73
Mim-2016Non-restoration	39500.00	79	170.0000	24	3.5887	0.71741	19.99	2.5830	4.9861	93.80
MIMB-2016Non-restoration	5000.000	10	170.0000	1	1.1813	1.1834	100.18	0.25659	5.4385	9.17
MIMB-2016Restoration	5000.000	10	170.0000	4	4.7252	1.9495	41.26	2.2922	9.7403	9.39
PDAl-2014Non-restoration	28000.00	56	170.0000	11	2.3204	0.64775	27.92	1.4683	3.6669	60.36
PDAl-2015Non-restoration	28000.00	56	170.0000	25	5.2736	0.90350	17.13	3.9719	7.0019	71.02
PDAl-2016Non-restoration	28000.00	56	170.0000	8	1.6876	0.56637	33.56	0.97753	2.9133	58.63
PDAl-2016Restoration	13500.00	27	170.0000	14	6.1252	1.8603	30.37	3.6957	10.152	28.12
Pena-2015Non-restoration	22500.00	45	170.0000	14	3.6751	0.85302	23.21	2.5036	5.3947	50.40
Pena-2016Non-restoration	22500.00	45	170.0000	11	2.8876	0.86965	30.12	1.7615	4.7336	47.65
Pena-2016Restoration	18500.00	37	170.0000	10	3.1927	1.0051	31.48	1.9019	5.3596	38.72
PEPO-2013Non-restoration	2000.000	4	170.0000	0	0.00000	71.026	100.23	10.029	500.69	3.02
Robl-2014Non-restoration	1500.000	3	170.0000	1	3.9376	3.9446	100.18	0.34893	44.436	2.02
Robl-2015Non-restoration	2000.000	4	170.0000	1	2.9532	2.9585	100.18	0.41758	20.886	-
Robl-2016Non-restoration	2000.000	4	170.0000	4	11.813	4.8737	41.26	4.7192	29.570	3.13
RUBE-2013Non-restoration	2000.000	4	170.0000	1	2.9532	2.9585	100.18	0.41758	20.886	3.04
SBla-2015Non-restoration	17000.00	34	170.0000	6	2.0846	0.79370	38.07	1.1194	3.8822	34.68
SLu2-2015Non-restoration	14500.00	29	170.0000	8	3.2587	1.0165	31.19	1.9430	5.4654	30.16
SLui-2014Non-restoration	10500.00	21	170.0000	2	1.1250	0.77827	69.18	0.38291	3.3055	20.30
SLui-2015Non-restoration	15000.00	30	170.0000	8	3.1501	0.98803	31.36	1.8742	5.2947	31.21
SLui-2016Non-restoration	16500.00	33	170.0000	8	2.8637	1.0461	36.53	1.5739	5.2105	33.77
SLui-2016Restoration	14500.00	29	170.0000	10	4.0734	1.5999	39.28	2.1407	7.7509	29.33
TiVe-2014Non-restoration	14500.00	29	170.0000	4	1.6294	0.97248	59.68	0.63750	4.1644	28.57
TiVe-2015Non-restoration	15000.00	30	170.0000	5	1.9688	0.82588	41.95	0.99428	3.8985	30.21
VENA-2015Non-restoration	3000.000	6	170.0000	0	0.00000	1.6397	63.53	0.80212	8.3057	131.15

input\AMPA_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
Aguj-2013Non-restoration	500.0000	1	24.00000	0	0.00000	-	-	-	-	-
Aguj-2014Non-restoration	22000.00	44	24.00000	60	184.65	39.020	21.13	130.00	262.26	45.83
Aguj-2015Non-restoration	22500.00	45	24.00000	70	210.64	23.139	10.99	175.38	252.98	56.29
AT-2014Non-restoration	8450.000	20	24.00000	13	104.16	30.823	29.59	63.166	171.76	19.62
AT-2015Non-restoration	6000.000	12	24.00000	17	191.83	27.101	14.13	149.49	246.16	12.72
AT-2016Non-restoration	6000.000	12	24.00000	11	124.13	31.342	25.25	79.566	193.64	11.50
AU-2014Non-restoration	75200.00	114	24.00000	821	739.17	67.115	9.08	636.28	858.70	163.67
AU-2015Non-restoration	24500.00	49	24.00000	26	71.850	12.835	17.86	53.401	96.674	52.50
AU-2016Non-restoration	23500.00	47	24.00000	38	109.48	26.572	24.27	73.297	163.53	48.27
AV-2015Non-restoration	21000.00	42	24.00000	74	238.58	24.657	10.34	200.78	283.49	54.28
AV-2016Non-restoration	20500.00	41	24.00000	1	3.3027	3.3050	100.07	0.81239	13.427	40.90
CaJa-2015Non-restoration	6000.000	12	24.00000	6	67.705	26.476	39.10	34.427	133.15	11.20
CaJa-2016Non-restoration	6000.000	12	24.00000	7	78.989	35.318	44.71	36.731	169.87	11.16
Coy1-2014Non-restoration	7000.000	14	24.00000	11	106.39	40.789	38.34	55.273	204.79	13.25
Coy1-2015Non-restoration	6500.000	13	24.00000	6	62.497	29.246	46.80	28.299	138.02	12.15
Coy1-2016Non-restoration	6500.000	13	24.00000	4	41.665	23.727	56.95	16.212	107.08	12.10
Coy2-2007Non-restoration	4005.000	4	24.00000	15	253.58	33.722	13.30	189.14	339.97	3.54
Coy2-2008Non-restoration	6057.000	6	24.00000	1	11.178	11.200	100.20	2.0853	59.918	5.18
Coy2-2009Non-restoration	6032.000	6	24.00000	3	33.673	15.202	45.15	14.175	79.993	5.07
Coy2-2010Non-restoration	6032.000	6	24.00000	4	44.897	33.389	74.37	11.809	170.69	5.03
Coy2-2011Non-restoration	6032.000	6	24.00000	4	44.897	28.493	63.46	13.928	144.73	5.03
Coy2-2012Non-restoration	6032.000	6	24.00000	5	56.121	20.773	37.01	27.350	115.16	5.10
Coy2-2013Non-restoration	6032.000	6	24.00000	0	0.00000	2.1891	37.26	2.8640	12.052	5.27
Coy2-2014Non-restoration	8500.000	17	24.00000	108	860.25	243.46	28.30	530.41	1395.2	16.57
Coy2-2015Non-restoration	8500.000	17	24.00000	28	223.03	44.150	19.80	158.61	313.60	17.21
Coy2-2016Non-restoration	10500.00	21	24.00000	1	6.4481	6.4526	100.07	1.5332	27.119	20.59
Dama-2014Non-restoration	10500.00	21	24.00000	16	103.17	32.471	31.47	60.766	175.16	20.58
Dama-2015Non-restoration	10500.00	21	24.00000	16	103.17	24.855	24.09	68.556	155.26	21.00
Dama-2016Non-restoration	11500.00	23	24.00000	1	5.8874	5.8915	100.07	1.4087	24.606	22.52
EHpO-2015Non-restoration	19000.00	38	24.00000	61	217.37	23.995	11.04	180.72	261.45	47.21
EHpO-2016Non-restoration	25000.00	50	24.00000	37	100.20	21.102	21.06	70.695	142.03	52.24
EjSP-2015Non-restoration	2000.000	4	24.00000	1	33.852	33.876	100.07	4.7776	239.87	3.57
EjSP-2016Non-restoration	2000.000	4	24.00000	0	0.00000	263.12	79.56	64.090	1706.6	3.03
EL15-2013Non-restoration	2000.000	4	24.00000	4	135.41	55.512	41.00	53.892	340.24	3.05
EL15-2014Non-restoration	9500.000	19	24.00000	45	320.71	111.31	34.71	178.83	575.15	18.43
EL15-2015Non-restoration	9500.000	19	24.00000	28	199.55	46.179	23.14	134.44	296.20	18.98
EL15-2016Non-restoration	9500.000	19	24.00000	4	28.507	16.663	58.45	11.139	72.956	18.15
El24-2008Non-restoration	5991.000	6	24.00000	3	33.903	15.305	45.14	14.272	80.535	5.07
El24-2009Non-restoration	5994.000	6	24.00000	0	0.00000	2.0292	68.64	0.84874	10.296	5.08
El24-2010Non-restoration	5994.000	6	24.00000	4	45.182	14.594	32.30	24.037	84.926	5.14
El24-2011Non-restoration	5994.000	6	24.00000	1	11.295	11.245	99.55	2.1239	60.072	5.08
El24-2012Non-restoration	5994.000	6	24.00000	0	0.00000	0.98952	100.42	0.18364	5.2876	5.18
El24-2013Non-restoration	7994.000	10	24.00000	1	8.4695	8.2981	97.98	1.8837	38.080	9.23
El24-2014Non-restoration	18500.00	37	24.00000	8	29.278	10.726	36.63	16.087	53.284	36.76
El25-2014Non-restoration	13500.00	27	24.00000	14	70.213	29.361	41.82	35.418	139.19	26.42
El5b-2015Non-restoration	5500.000	11	24.00000	18	221.58	69.476	31.35	127.40	385.38	10.29
El5b-2016Non-restoration	6000.000	12	24.00000	12	135.41	44.389	32.78	76.394	240.02	11.29
El5b-2016Restoration	3500.000	7	24.00000	0	0.00000	2.1879	64.82	1.0714	10.632	6.10
ElGr-2014Non-restoration	13500.00	27	24.00000	35	175.53	48.290	27.51	110.80	278.08	26.99
ElGr-2015Non-restoration	13500.00	27	24.00000	26	130.39	28.854	22.13	89.876	189.18	27.55
ElMu-2014Non-restoration	12000.00	24	24.00000	28	157.98	30.706	19.44	113.68	219.53	24.80
ElMu-2015Non-restoration	12500.00	25	24.00000	41	222.07	35.834	16.14	168.99	291.83	26.80
ElUn-2015Non-restoration	6000.000	12	24.00000	5	56.421	20.239	35.87	30.243	105.26	11.24
ElUn-2016Non-restoration	6000.000	12	24.00000	4	45.137	25.516	56.53	17.544	116.12	11.10
Grgz-2015Non-restoration	2500.000	5	24.00000	2	54.164	33.230	61.35	16.275	180.26	4.03
HORM-2015Non-restoration	1500.000	3	24.00000	0	0.00000	8.5847	100.34	0.76397	95.823	955.46
LuBa-2015Non-restoration	5500.000	11	24.00000	0	0.00000	1.4465	67.35	0.71018	6.4956	10.16
Mim-2014Non-restoration	49000.00	98	24.00000	45	62.178	12.815	20.61	44.322	87.227	103.72
Mim-2015Non-restoration	29500.00	59	24.00000	48	110.16	14.662	13.31	88.325	137.40	68.37
Mim-2016Non-restoration	39500.00	79	24.00000	74	126.84	20.861	16.45	96.670	166.43	86.74
MIMB-2016Non-restoration	5000.000	10	24.00000	6	81.246	36.237	44.60	37.260	177.16	9.13
MIMB-2016Restoration	5000.000	10	24.00000	8	108.33	82.836	76.47	31.249	375.53	9.04
PDAl-2014Non-restoration	28000.00	56	24.00000	98	236.97	60.247	25.42	155.95	360.08	57.46
PDAl-2015Non-restoration	28000.00	56	24.00000	23	55.615	12.023	21.62	38.910	79.491	58.45
PDAl-2016Non-restoration	28000.00	56	24.00000	1	2.4180	2.4197	100.07	0.60015	9.7424	58.63
PDAl-2016Restoration	13500.00	27	24.00000	2	10.030	10.037	100.07	2.4231	41.521	26.07
Pena-2015Non-restoration	22500.00	45	24.00000	61	183.56	29.093	15.85	140.96	239.03	49.34
Pena-2016Non-restoration	22500.00	45	24.00000	27	81.246	28.514	35.10	45.838	144.01	45.02
Pena-2016Restoration	18500.00	37	24.00000	5	18.299	7.7457	42.33	9.2230	36.305	36.57
PEPO-2013Non-restoration	2000.000	4	24.00000	0	0.00000	71.026	100.23	10.029	500.69	3.02
Robl-2014Non-restoration	1500.000	3	24.00000	2	90.273	45.263	50.14	22.872	356.29	2.02
Robl-2015Non-restoration	2000.000	4	24.00000	1	33.852	33.876	100.07	4.7776	239.87	-
Robl-2016Non-restoration	2000.000	4	24.00000	0	0.00000	4.8737	41.26	4.7192	29.570	3.13
RUBE-2013Non-restoration	2000.000	4	24.00000	2	67.705	39.171	57.86	19.200	238.75	3.03
SBla-2015Non-restoration	17000.00	34	24.00000	8	31.861	12.914	40.53	16.472	61.626	33.57
SLu2-2015Non-restoration	14500.00	29	24.00000	24	112.06	33.235	29.66	68.421	183.54	28.91
SLui-2014Non-restoration	10500.00	21	24.00000	75	483.61	101.21	20.93	338.75	690.41	21.34
SLui-2015Non-restoration	15000.00	30	24.00000	33	148.95	27.611	18.54	109.08	203.39	31.51
SLui-2016Non-restoration	16500.00	33	24.00000	31	127.20	41.078	32.29	74.642	216.78	32.88
SLui-2016Restoration	14500.00	29	24.00000	35	163.43	38.138	23.34	110.53	241.63	29.50
TiVe-2014Non-restoration	14500.00	29	24.00000	12	56.032	15.924	28.42	34.896	89.968	29.00
TiVe-2015Non-restoration	15000.00	30	24.00000	11	49.650	15.316	30.85	29.762	82.830	29.87
VENA-2015Non-restoration	3000.000	6	24.00000	0	0.00000	1.6397	63.53	0.80212	8.3057	131.15

input\VESP_Ranch_Yr_Restoration.txt

Stratum	Effort	#samples	Width	n	D	SE	CV	90%LCL	90%UCL	df
Aguj-2013Non-restoration	500.0000	1	49.00000	0	0.00000	-	-	-	-	-
Aguj-2014Non-restoration	22000.00	44	49.00000	2	4.0910	2.8633	69.99	1.4155	11.824	43.26
Aguj-2015Non-restoration	22500.00	45	49.00000	14	28.001	6.3728	22.76	19.204	40.828	46.62
AT-2014Non-restoration	8450.000	20	49.00000	3	15.977	8.6013	53.84	6.6809	38.207	19.19
AT-2015Non-restoration	6000.000	12	49.00000	6	45.001	13.678	30.39	26.427	76.630	11.36
AT-2016Non-restoration	6000.000	12	49.00000	0	0.00000	31.342	25.25	79.566	193.64	11.50
AU-2014Non-restoration	75200.00	114	49.00000	322	192.69	24.028	12.47	156.87	236.70	137.86
AU-2015Non-restoration	24500.00	49	49.00000	9	16.531	5.7092	34.54	9.4169	29.020	49.21
AU-2016Non-restoration	23500.00	47	49.00000	29	55.533	16.461	29.64	34.130	90.360	47.58
AV-2015Non-restoration	21000.00	42	49.00000	26	55.716	11.655	20.92	39.351	78.887	43.91
AV-2016Non-restoration	20500.00	41	49.00000	0	0.00000	3.3050	100.07	0.81239	13.427	40.90
CaJa-2015Non-restoration	6000.000	12	49.00000	5	37.501	13.456	35.88	20.099	69.969	11.26
CaJa-2016Non-restoration	6000.000	12	49.00000	8	60.002	38.975	64.96	20.688	174.03	11.08
Coy1-2014Non-restoration	7000.000	14	49.00000	33	212.15	52.829	24.90	137.62	327.05	13.64
Coy1-2015Non-restoration	6500.000	13	49.00000	12	83.079	16.304	19.62	58.879	117.23	12.97
Coy1-2016Non-restoration	6500.000	13	49.00000	7	48.463	21.972	45.34	22.446	104.64	12.17
Coy2-2007Non-restoration	4005.000	4	49.00000	21	235.96	62.534	26.50	129.12	431.19	3.13
Coy2-2008Non-restoration	6057.000	6	49.00000	5	37.148	7.6011	20.46	24.853	55.526	5.37
Coy2-2009Non-restoration	6032.000	6	49.00000	6	44.763	16.437	36.72	21.937	91.340	5.11
Coy2-2010Non-restoration	6032.000	6	49.00000	4	29.842	15.011	50.30	11.488	77.515	5.06
Coy2-2011Non-restoration	6032.000	6	49.00000	6	44.763	16.299	36.41	22.062	90.822	5.11
Coy2-2012Non-restoration	6032.000	6	49.00000	7	52.223	29.471	56.43	18.141	150.34	5.05
Coy2-2013Non-restoration	6032.000	6	49.00000	0	0.00000	2.1891	37.26	2.8640	12.052	5.27
Coy2-2014Non-restoration	8500.000	17	49.00000	61	322.95	70.582	21.86	221.80	470.23	17.04
Coy2-2015Non-restoration	8500.000	17	49.00000	18	95.297	6.4360	6.75	85.030	106.80	34.90
Coy2-2016Non-restoration	10500.00	21	49.00000	10	42.858	14.814	34.57	24.027	76.449	20.50
Dama-2014Non-restoration	10500.00	21	49.00000	12	51.430	21.219	41.26	25.971	101.85	20.35
Dama-2015Non-restoration	10500.00	21	49.00000	15	64.287	15.590	24.25	42.609	96.996	21.04
Dama-2016Non-restoration	11500.00	23	49.00000	0	0.00000	5.8915	100.07	1.4087	24.606	22.52
EHpO-2015Non-restoration	19000.00	38	49.00000	14	33.159	7.2501	21.86	23.041	47.719	39.39
EHpO-2016Non-restoration	25000.00	50	49.00000	11	19.801	5.9631	30.12	12.086	32.440	50.63
EjSP-2015Non-restoration	2000.000	4	49.00000	1	22.501	22.517	100.07	3.1757	159.42	3.57
EjSP-2016Non-restoration	2000.000	4	49.00000	0	0.00000	263.12	79.56	64.090	1706.6	3.03
EL15-2013Non-restoration	2000.000	4	49.00000	1	22.501	22.517	100.07	3.1757	159.42	3.05
EL15-2014Non-restoration	9500.000	19	49.00000	62	293.69	62.525	21.29	204.12	422.57	19.23
EL15-2015Non-restoration	9500.000	19	49.00000	27	127.90	20.446	15.99	97.264	168.18	20.27
EL15-2016Non-restoration	9500.000	19	49.00000	1	4.7370	4.7405	100.07	1.1176	20.078	18.15
El24-2008Non-restoration	5991.000	6	49.00000	10	75.115	15.231	20.28	50.437	111.87	5.38
El24-2009Non-restoration	5994.000	6	49.00000	2	15.015	9.5097	63.33	4.6681	48.299	5.04
El24-2010Non-restoration	5994.000	6	49.00000	0	0.00000	14.594	32.30	24.037	84.926	5.14
El24-2011Non-restoration	5994.000	6	49.00000	2	15.015	15.066	100.34	2.7968	80.615	5.01
El24-2012Non-restoration	5994.000	6	49.00000	1	7.5077	7.5149	100.10	1.4025	40.191	5.18
El24-2013Non-restoration	7994.000	10	49.00000	6	33.776	35.346	104.65	6.9849	163.33	9.02
El24-2014Non-restoration	18500.00	37	49.00000	11	26.757	9.8344	36.75	14.676	48.786	36.80
El25-2014Non-restoration	13500.00	27	49.00000	4	13.334	7.9157	59.37	5.2248	34.028	26.22
El5b-2015Non-restoration	5500.000	11	49.00000	3	24.546	17.574	71.60	7.6545	78.713	10.06
El5b-2016Non-restoration	6000.000	12	49.00000	1	7.5002	7.5057	100.07	1.6810	33.465	11.29
El5b-2016Restoration	3500.000	7	49.00000	0	0.00000	2.1879	64.82	1.0714	10.632	6.10
ElGr-2014Non-restoration	13500.00	27	49.00000	6	20.001	16.888	84.44	5.7237	69.889	26.11
ElGr-2015Non-restoration	13500.00	27	49.00000	14	46.668	11.276	24.16	31.110	70.007	27.36
ElMu-2014Non-restoration	12000.00	24	49.00000	30	112.50	28.091	24.97	73.871	171.34	24.13
ElMu-2015Non-restoration	12500.00	25	49.00000	30	108.00	14.360	13.30	86.239	135.26	28.57
ElUn-2015Non-restoration	6000.000	12	49.00000	0	0.00000	20.239	35.87	30.243	105.26	11.24
ElUn-2016Non-restoration	6000.000	12	49.00000	1	7.5002	7.5057	100.07	1.6810	33.465	11.10
Grgz-2015Non-restoration	2500.000	5	49.00000	5	90.002	3.4563	3.84	84.493	95.871	2681.33
HORM-2015Non-restoration	1500.000	3	49.00000	0	0.00000	8.5847	100.34	0.76397	95.823	955.46
LuBa-2015Non-restoration	5500.000	11	49.00000	2	16.364	10.995	67.19	5.4168	49.436	10.07
Mim-2014Non-restoration	49000.00	98	49.00000	2	1.8368	1.2940	70.45	0.64006	5.2710	97.58
Mim-2015Non-restoration	29500.00	59	49.00000	6	9.1528	3.5892	39.21	4.8650	17.220	59.13
Mim-2016Non-restoration	39500.00	79	49.00000	16	18.228	5.9722	32.76	10.715	31.011	80.19
MIMB-2016Non-restoration	5000.000	10	49.00000	6	54.001	36.061	66.78	17.756	164.24	9.06
MIMB-2016Restoration	5000.000	10	49.00000	31	279.01	71.106	25.49	176.57	440.87	9.42
PDAl-2014Non-restoration	28000.00	56	49.00000	151	242.69	39.885	16.43	184.77	318.75	61.53
PDAl-2015Non-restoration	28000.00	56	49.00000	30	48.216	9.8955	20.52	34.338	67.702	59.06
PDAl-2016Non-restoration	28000.00	56	49.00000	14	22.501	6.6439	29.53	13.875	36.488	56.91
PDAl-2016Restoration	13500.00	27	49.00000	28	93.336	26.764	28.67	57.823	150.66	26.96
Pena-2015Non-restoration	22500.00	45	49.00000	50	100.00	12.477	12.48	81.222	123.13	53.68
